DBN,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
17K353,96.0,93,96,132.0,13.0,131.0,8.7,8.4,8.0,8.2,7.8,7.3,8.2,8.6,6.2,6.0,6.7,7.5,7.6,7.2,7.6,8.1
17K354,98.0,96,74,244.0,24.0,174.0,8.3,7.9,8.0,8.3,7.2,6.6,7.0,7.8,6.1,5.7,6.7,7.6,7.2,6.7,7.2,7.9
17K375,,100,81,,43.0,363.0,8.8,8.1,8.1,8.4,8.2,8.1,8.1,8.5,,,,,8.5,8.1,8.1,8.5
17K382,67.0,69,10,350.0,25.0,51.0,7.0,6.6,6.7,6.9,6.6,6.5,6.8,7.5,5.5,5.5,6.0,6.9,6.4,6.2,6.5,7.1
17K394,98.0,96,60,227.0,51.0,343.0,8.4,7.9,7.6,8.2,8.0,8.1,8.4,8.8,7.0,6.6,7.6,8.2,7.8,7.5,7.9,8.4
17K397,,90,65,,28.0,202.0,8.9,8.3,8.1,8.7,7.9,6.6,7.1,7.7,,,,,8.4,7.4,7.6,8.2
17K398,,69,66,,22.0,188.0,8.3,7.9,8.0,8.2,6.8,5.9,6.2,6.9,,,,,7.5,6.9,7.1,7.5
17K399,,60,55,,18.0,246.0,8.9,8.2,8.1,8.6,8.6,7.7,8.4,9.0,,,,,8.8,8.0,8.3,8.8
17K408,74.0,95,78,210.0,21.0,220.0,7.0,7.6,7.6,7.8,7.4,8.4,8.7,8.9,5.5,5.8,6.4,7.3,6.6,7.3,7.6,8.0
17K467,85.0,100,76,152.0,23.0,138.0,8.9,7.4,7.5,7.5,7.8,7.5,7.8,8.0,7.5,5.9,7.0,7.6,8.1,6.9,7.4,7.7
17K484,88.0,43,4,145.0,6.0,7.0,5.3,7.3,7.0,7.2,7.3,8.2,8.3,8.5,6.5,6.2,7.2,7.8,6.6,7.2,7.6,8.0
17K489,59.0,89,22,126.0,16.0,48.0,8.7,7.9,8.0,8.1,6.3,6.9,6.9,7.3,6.7,5.9,6.9,7.5,7.2,6.9,7.3,7.6
17K524,82.0,100,34,322.0,32.0,124.0,8.6,7.9,7.7,8.1,7.7,6.2,7.4,8.0,7.4,6.8,7.3,7.7,7.9,7.0,7.5,7.9
17K528,36.0,48,28,129.0,10.0,99.0,7.4,7.5,7.0,7.3,5.2,4.3,5.4,6.1,6.1,6.0,6.1,6.8,6.2,5.9,6.1,6.8
17K531,95.0,96,35,351.0,24.0,124.0,8.6,8.2,8.2,8.3,9.0,8.5,9.1,9.2,6.8,6.5,7.2,7.8,8.1,7.7,8.1,8.4
17K533,83.0,92,25,340.0,34.0,93.0,7.5,7.8,7.4,7.4,5.0,5.7,5.6,5.9,5.6,5.9,6.3,7.2,6.0,6.5,6.4,6.8
17K537,88.0,87,51,326.0,20.0,181.0,7.1,7.5,7.3,7.8,6.3,6.5,7.5,8.1,5.5,5.7,6.0,6.8,6.3,6.6,6.9,7.6
17K539,89.0,96,44,348.0,24.0,164.0,7.6,7.7,7.4,8.0,7.6,8.0,8.2,8.7,5.5,5.6,6.2,7.1,6.9,7.1,7.3,7.9
17K543,95.0,66,92,474.0,19.0,444.0,8.9,8.5,8.5,8.7,6.5,5.2,6.1,7.0,6.6,5.9,6.7,7.4,7.4,6.5,7.1,7.7
17K544,83.0,59,11,355.0,20.0,44.0,7.1,7.0,7.0,7.1,5.1,5.3,5.1,5.5,5.4,5.5,5.8,6.6,5.9,5.9,6.0,6.4
17K546,83.0,43,29,329.0,10.0,112.0,8.7,8.0,7.9,8.6,7.9,6.5,7.2,7.7,6.4,6.0,6.5,7.6,7.7,6.8,7.2,8.0
17K547,72.0,94,20,308.0,30.0,84.0,7.8,7.7,7.6,7.7,5.8,5.6,6.5,6.6,5.7,5.9,6.1,7.0,6.4,6.4,6.7,7.1
17K548,80.0,89,41,305.0,24.0,153.0,7.2,7.1,7.1,7.4,6.5,6.3,6.9,7.1,5.9,6.1,6.6,7.4,6.5,6.5,6.9,7.3
17K568,64.0,94,41,96.0,16.0,61.0,9.4,8.8,8.9,9.1,8.1,8.1,8.3,8.7,8.5,7.5,8.5,8.9,8.7,8.2,8.6,8.9
17K587,83.0,91,43,303.0,29.0,149.0,8.4,7.7,7.9,7.8,6.3,6.7,7.1,7.7,5.3,5.8,6.6,7.1,6.6,6.7,7.2,7.5
17K590,71.0,20,57,723.0,10.0,562.0,8.9,8.1,8.2,8.5,8.6,8.8,8.7,9.0,5.7,5.3,6.2,7.3,7.8,7.4,7.7,8.3
17K600,88.0,93,33,1455.0,100.0,527.0,7.4,6.8,7.1,7.1,7.3,5.9,6.6,7.2,5.9,5.4,6.0,6.9,6.9,6.0,6.5,7.1
17K625,52.0,90,16,294.0,36.0,89.0,8.0,7.8,7.7,7.8,5.6,5.3,5.9,6.4,6.4,6.0,6.7,7.4,6.7,6.4,6.8,7.2
17K770,,71,42,,5.0,42.0,8.5,7.6,7.8,7.5,7.4,7.3,8.0,8.0,,,,,7.9,7.4,7.9,7.8
18K066,95.0,98,50,267.0,46.0,295.0,8.8,8.1,7.9,8.3,8.0,7.8,8.0,8.4,6.2,5.8,6.5,7.4,7.7,7.2,7.5,8.0
18K068,90.0,93,40,818.0,63.0,337.0,7.5,7.6,7.3,7.7,6.3,6.3,6.5,7.3,5.4,5.4,6.1,7.3,6.4,6.4,6.7,7.4
18K114,,98,59,,51.0,342.0,8.3,7.8,7.5,8.2,6.9,5.7,5.6,6.5,,,,,7.6,6.7,6.6,7.4
18K115,,74,64,,57.0,648.0,8.4,7.8,7.9,8.1,5.9,6.4,6.9,7.2,,,,,7.2,7.1,7.4,7.6
18K135,,72,59,,38.0,380.0,8.7,8.2,7.9,8.5,7.6,7.2,7.4,7.8,,,,,8.1,7.7,7.7,8.1
18K208,,83,58,,33.0,289.0,8.8,8.2,8.0,8.4,7.8,8.0,8.4,8.8,,,,,8.3,8.1,8.2,8.6
18K211,75.0,63,97,616.0,38.0,754.0,9.4,8.8,9.2,9.0,6.6,6.6,6.7,7.6,5.9,6.0,6.8,7.5,7.3,7.1,7.5,8.0
18K219,,63,65,,40.0,399.0,8.2,7.8,7.7,8.0,7.1,6.6,6.7,7.6,,,,,7.7,7.2,7.2,7.8
18K233,,98,67,,49.0,367.0,8.4,7.9,7.8,8.3,7.0,7.2,7.7,8.0,,,,,7.7,7.5,7.7,8.1
18K235,98.0,77,24,278.0,62.0,283.0,8.2,7.4,7.3,7.7,8.4,8.1,8.2,8.6,6.7,5.9,6.7,7.8,7.7,7.1,7.4,8.1
18K244,,70,42,,51.0,271.0,8.7,7.7,7.9,8.2,8.7,8.8,8.9,9.1,,,,,8.7,8.2,8.4,8.6
18K268,,88,75,,37.0,322.0,8.6,8.0,7.8,8.2,7.6,7.7,7.8,8.3,,,,,8.1,7.9,7.8,8.2
18K272,,59,48,,34.0,280.0,8.4,7.7,7.6,8.2,6.5,6.5,6.8,7.1,,,,,7.5,7.1,7.2,7.6
18K276,,97,85,,64.0,541.0,8.3,8.0,7.9,8.1,6.8,7.2,7.0,7.7,,,,,7.5,7.6,7.4,7.9
18K279,,65,29,,28.0,147.0,8.3,8.0,8.0,8.1,6.1,4.8,5.0,6.5,,,,,7.2,6.4,6.5,7.3
18K285,92.0,81,49,846.0,51.0,425.0,7.6,7.0,7.0,7.2,7.4,7.1,7.7,8.2,5.6,5.3,6.0,7.3,6.8,6.5,6.9,7.6
18K366,96.0,100,92,193.0,19.0,182.0,9.0,8.4,8.4,8.3,7.4,7.7,8.2,8.6,6.2,6.3,6.9,7.6,7.6,7.5,7.8,8.2
18K500,67.0,82,6,185.0,14.0,17.0,7.3,6.5,6.3,6.5,7.2,6.5,6.6,7.0,6.5,5.4,6.2,6.6,6.9,6.1,6.4,6.7
18K501,53.0,88,32,86.0,22.0,54.0,8.9,8.4,8.2,8.7,8.3,8.8,8.8,9.0,7.7,6.4,7.4,7.8,8.3,7.8,8.2,8.5
18K563,90.0,100,62,328.0,30.0,212.0,8.3,8.1,8.1,8.1,8.0,7.7,8.2,8.8,6.1,5.8,6.9,7.4,7.5,7.2,7.7,8.1
18K566,77.0,42,13,224.0,8.0,36.0,8.2,7.9,7.6,8.0,5.5,4.0,5.5,5.9,6.0,5.7,5.9,6.8,6.6,5.9,6.3,6.9
18K567,92.0,100,28,300.0,22.0,89.0,8.2,7.3,7.4,7.6,6.8,7.0,7.2,7.9,5.8,6.0,6.4,7.0,6.9,6.8,7.0,7.5
18K569,80.0,83,30,232.0,19.0,82.0,8.0,7.7,7.6,7.7,6.2,7.3,7.5,7.8,6.3,5.9,6.4,7.0,6.8,7.0,7.1,7.5
18K576,76.0,67,30,245.0,16.0,92.0,8.4,7.5,7.5,8.0,7.5,7.0,7.4,8.7,6.6,6.3,6.7,7.6,7.5,6.9,7.2,8.1
18K578,38.0,72,45,79.0,13.0,94.0,8.0,7.9,7.7,8.3,5.8,4.5,5.8,6.1,7.1,7.0,7.3,7.9,7.0,6.5,6.9,7.4
18K581,87.0,97,72,201.0,28.0,162.0,7.7,7.5,7.5,7.7,6.0,6.7,7.1,7.2,5.6,6.2,6.6,7.3,6.4,6.8,7.1,7.4
18K588,84.0,86,48,284.0,24.0,152.0,7.4,7.3,7.4,7.3,5.4,4.4,5.0,5.9,5.2,5.8,6.2,7.1,6.0,5.8,6.2,6.8
18K589,67.0,73,33,164.0,16.0,80.0,8.3,7.5,7.3,7.9,6.7,5.9,6.4,6.9,6.2,6.2,6.4,7.2,7.1,6.5,6.7,7.3
18K598,81.0,100,53,263.0,23.0,166.0,8.8,8.3,8.4,8.3,7.6,7.9,8.1,8.5,6.6,6.6,7.3,8.3,7.7,7.6,7.9,8.3
18K617,44.0,95,20,104.0,21.0,45.0,8.4,7.9,7.7,8.2,7.2,6.1,6.8,6.9,6.6,6.4,7.0,7.7,7.4,6.8,7.2,7.6
18K629,90.0,94,20,200.0,17.0,43.0,8.3,7.6,7.5,8.0,6.8,6.7,7.5,7.5,6.0,5.8,5.9,6.6,7.0,6.7,7.0,7.4
18K633,98.0,100,50,338.0,23.0,170.0,8.3,8.2,7.9,8.2,7.1,7.2,6.9,7.3,6.3,6.3,6.3,7.6,7.2,7.2,7.0,7.7
18K635,63.0,86,3,89.0,12.0,4.0,7.8,7.1,6.6,6.8,7.3,6.7,7.8,8.6,8.0,6.3,7.9,8.4,7.7,6.6,7.6,8.1
18K637,76.0,83,17,134.0,15.0,30.0,8.4,7.9,7.6,8.2,7.2,5.8,7.0,7.6,6.1,5.9,6.0,7.2,7.2,6.6,6.9,7.7
18K642,70.0,80,43,175.0,16.0,102.0,8.2,7.3,7.1,7.7,6.8,5.7,5.9,6.0,6.1,5.9,6.6,7.2,7.0,6.3,6.5,7.0
18K673,59.0,83,15,110.0,15.0,27.0,8.9,8.5,8.4,9.0,7.4,6.4,8.1,8.4,7.8,7.3,7.7,8.0,8.0,7.4,8.1,8.5
18K922,46.0,36,14,75.0,8.0,23.0,8.3,7.4,7.2,7.4,8.8,7.9,8.1,8.5,7.4,6.2,7.1,7.7,8.2,7.2,7.4,7.9
19K007,,85,65,,55.0,469.0,8.9,8.1,7.8,8.5,7.6,7.1,7.3,7.8,,,,,8.3,7.6,7.6,8.1
19K013,,88,29,,38.0,121.0,8.0,7.7,7.6,7.9,6.9,7.0,7.4,8.1,,,,,7.5,7.4,7.5,8.0
19K065,,100,89,,43.0,509.0,9.2,8.6,8.5,9.0,9.3,9.3,9.4,9.5,,,,,9.3,9.0,8.9,9.2
19K072,86.0,45,41,60.0,9.0,66.0,8.5,7.9,7.8,8.0,7.0,7.4,7.5,8.0,5.8,6.3,6.0,7.1,7.1,7.2,7.1,7.7
19K089,96.0,50,64,76.0,16.0,175.0,8.9,8.3,8.2,8.4,7.3,6.2,6.6,7.1,7.1,6.2,7.1,7.8,7.8,6.9,7.3,7.7
19K108,,97,82,,67.0,607.0,9.2,8.7,8.4,8.9,7.7,7.4,7.8,8.2,,,,,8.5,8.0,8.1,8.6
19K149,,71,29,,41.0,184.0,8.1,7.7,7.8,8.2,6.6,7.4,7.6,8.0,,,,,7.3,7.5,7.7,8.1
19K158,,94,70,,47.0,323.0,8.7,8.1,8.1,8.2,7.9,7.5,8.0,8.3,,,,,8.3,7.8,8.1,8.3
19K159,,91,46,,58.0,338.0,8.5,7.8,7.7,8.2,8.1,8.2,8.2,8.4,,,,,8.3,8.0,7.9,8.3
19K166,91.0,76,50,448.0,34.0,236.0,7.6,7.5,7.5,7.5,5.6,5.0,5.7,6.7,5.9,6.1,7.0,7.4,6.3,6.2,6.7,7.2
19K171,87.0,76,70,635.0,44.0,521.0,7.2,7.1,7.1,7.4,6.8,5.8,6.4,7.3,6.1,6.4,7.0,7.9,6.7,6.4,6.8,7.5
19K174,80.0,70,85,94.0,28.0,301.0,7.7,7.2,7.3,7.4,6.4,6.1,6.5,7.1,5.6,6.0,6.0,6.9,6.6,6.4,6.6,7.1
19K190,,68,66,,19.0,150.0,8.4,7.8,7.8,8.3,7.3,7.4,7.7,7.9,,,,,7.8,7.6,7.8,8.1
19K202,90.0,66,88,220.0,41.0,617.0,8.6,8.3,8.1,8.4,6.3,6.2,6.9,7.6,5.5,5.9,6.6,7.2,6.8,6.8,7.2,7.7
19K213,,76,71,,26.0,282.0,8.5,7.9,8.0,8.0,5.3,5.3,5.5,6.7,,,,,6.9,6.6,6.7,7.3
19K214,,79,71,,62.0,535.0,8.9,8.3,8.2,8.5,7.9,8.0,8.0,8.3,,,,,8.4,8.1,8.1,8.4
19K218,81.0,69,24,466.0,29.0,130.0,7.2,7.4,7.3,7.7,5.7,5.2,6.0,7.5,5.4,5.6,6.4,7.3,6.1,6.1,6.6,7.5
19K224,100.0,35,68,70.0,23.0,444.0,8.6,7.8,8.0,8.1,7.0,6.4,6.8,7.2,7.4,8.1,8.3,8.9,7.7,7.4,7.7,8.1
19K260,92.0,52,45,33.0,16.0,114.0,8.1,7.6,7.3,7.6,7.0,5.7,6.1,6.8,7.1,7.5,8.1,8.3,7.4,6.9,7.2,7.6
19K273,,100,44,,38.0,155.0,8.8,8.2,8.2,8.3,8.5,8.0,8.1,8.4,,,,,8.6,8.1,8.2,8.4
19K290,,79,43,,38.0,206.0,9.0,8.3,8.0,8.7,7.7,7.6,7.4,8.0,,,,,8.3,7.9,7.7,8.3
19K292,80.0,81,17,574.0,43.0,112.0,8.0,7.4,7.5,7.8,6.6,7.0,6.8,7.6,6.0,5.8,6.8,7.7,6.9,6.7,7.0,7.7
19K302,89.0,88,51,856.0,61.0,436.0,7.4,7.2,7.3,7.5,5.4,5.7,6.6,7.1,5.9,6.0,6.7,7.4,6.2,6.3,6.9,7.3
19K306,98.0,65,46,190.0,37.0,229.0,7.8,7.5,7.6,7.9,5.8,6.3,6.1,6.7,5.3,6.0,6.5,7.2,6.3,6.6,6.7,7.3
19K311,91.0,59,40,194.0,10.0,81.0,8.5,8.1,7.9,8.1,5.9,4.4,5.4,6.2,5.3,5.7,6.1,7.1,6.6,6.1,6.5,7.1
19K328,85.0,70,45,127.0,31.0,163.0,8.3,7.8,7.8,7.9,5.3,5.0,5.3,6.3,6.2,6.2,7.1,7.5,6.6,6.4,6.7,7.2
19K345,,44,51,,23.0,292.0,8.6,8.2,7.9,8.5,6.8,6.1,6.3,7.1,,,,,7.7,7.1,7.1,7.8
19K346,,74,24,,39.0,148.0,8.2,7.6,7.4,7.9,7.2,6.3,6.2,7.2,,,,,7.7,6.9,6.8,7.5
19K364,95.0,50,22,378.0,13.0,82.0,8.5,7.3,7.2,7.4,7.4,6.6,6.6,7.8,5.7,5.8,6.1,7.3,7.2,6.6,6.6,7.5
19K409,79.0,88,51,330.0,28.0,197.0,8.5,7.5,7.6,7.8,8.1,7.1,7.2,7.8,6.7,6.2,6.7,7.5,7.8,6.9,7.2,7.7
19K420,64.0,57,16,228.0,24.0,56.0,7.5,7.6,7.6,7.9,6.2,5.6,5.9,6.6,6.3,5.5,6.4,7.1,6.6,6.2,6.6,7.2
19K431,58.0,88,14,111.0,23.0,26.0,8.6,7.9,7.5,7.9,9.2,9.4,9.5,9.7,8.8,7.6,8.6,8.7,8.9,8.3,8.5,8.8
19K452,96.0,95,83,204.0,18.0,172.0,9.0,8.4,8.3,8.7,8.5,7.9,7.9,8.7,7.6,7.0,7.9,8.4,8.4,7.8,8.0,8.6
19K502,73.0,92,37,270.0,24.0,130.0,7.0,7.5,7.1,7.4,5.0,5.2,5.2,5.6,5.4,5.4,5.7,6.8,5.8,6.0,6.0,6.6
19K504,69.0,100,35,273.0,24.0,127.0,7.7,7.7,7.5,7.9,7.9,7.6,7.9,8.4,6.4,6.1,6.8,7.5,7.3,7.2,7.4,7.9
19K507,71.0,100,52,278.0,29.0,202.0,8.0,7.9,7.8,8.2,7.6,8.3,8.2,8.8,6.5,6.0,7.1,7.7,7.4,7.4,7.7,8.2
19K510,71.0,91,32,265.0,21.0,118.0,7.6,7.0,7.0,7.3,5.8,5.9,6.3,7.4,5.3,5.7,5.6,6.9,6.3,6.2,6.3,7.2
19K583,90.0,83,11,360.0,20.0,39.0,7.9,8.1,7.5,7.8,6.1,5.6,5.9,6.3,7.1,5.9,7.0,7.4,7.0,6.5,6.8,7.1
19K615,51.0,75,15,713.0,66.0,200.0,7.4,7.2,7.1,7.3,6.2,6.6,6.8,7.0,5.3,5.4,5.9,6.7,6.3,6.4,6.6,7.0
19K618,49.0,83,22,139.0,24.0,61.0,7.6,7.9,7.7,8.0,6.6,6.0,6.9,7.3,6.4,6.2,7.0,7.5,6.9,6.7,7.2,7.6
19K639,70.0,77,23,210.0,20.0,67.0,6.3,7.3,6.9,7.0,4.9,4.4,4.9,5.5,5.6,5.8,5.8,6.5,5.6,5.8,5.9,6.3
19K659,73.0,93,39,293.0,27.0,160.0,7.7,7.7,7.3,7.7,5.7,5.4,6.2,6.9,6.6,6.6,7.0,7.4,6.7,6.6,6.8,7.3
19K660,56.0,88,43,385.0,42.0,289.0,7.1,7.1,7.1,7.4,7.0,7.2,7.3,8.2,5.8,5.7,6.0,6.8,6.6,6.7,6.8,7.4
19K677,,66,44,,21.0,159.0,8.8,8.6,8.4,8.8,6.7,7.3,7.3,7.6,,,,,7.7,7.9,7.9,8.2
19K678,100.0,91,77,139.0,10.0,104.0,8.9,8.4,8.3,8.6,8.1,6.3,7.2,7.8,7.8,8.0,8.4,8.7,8.3,7.6,8.0,8.4
19K683,98.0,100,49,227.0,17.0,106.0,8.3,8.0,7.9,8.1,7.3,7.5,8.4,8.5,6.7,6.2,6.9,7.0,7.4,7.3,7.7,7.9
19K751,88.0,75,10,72.0,6.0,8.0,9.2,8.0,7.5,8.0,5.7,6.2,6.7,6.8,5.8,5.9,6.3,7.0,6.9,6.7,6.8,7.3
20K030,96.0,63,63,328.0,17.0,200.0,8.2,7.0,7.1,7.2,7.7,6.0,7.2,7.6,6.6,6.1,6.7,7.4,7.5,6.3,7.0,7.4
20K048,,91,94,,39.0,497.0,8.6,7.5,7.4,7.7,7.7,6.1,6.8,7.0,,,,,8.2,6.8,7.1,7.4
20K062,97.0,97,72,1171.0,95.0,802.0,8.2,7.6,7.5,7.9,7.2,6.7,7.1,7.5,7.0,6.3,7.1,7.8,7.5,6.9,7.2,7.7
20K069,,63,96,,40.0,707.0,8.3,7.5,7.6,7.4,8.4,8.1,8.5,8.9,,,,,8.3,7.8,8.1,8.2
20K102,,74,72,,62.0,693.0,8.6,7.8,7.8,8.1,8.0,7.0,7.3,7.9,,,,,8.3,7.4,7.6,8.0
20K104,100.0,89,99,434.0,68.0,952.0,8.1,7.3,7.2,7.6,8.1,7.7,8.0,8.8,7.0,7.2,7.6,8.4,7.8,7.4,7.6,8.3
20K105,,95,100,,99.0,1217.0,8.9,8.3,8.4,8.3,7.9,6.0,7.0,7.5,,,,,8.4,7.1,7.7,7.9
20K112,,97,98,,31.0,397.0,8.7,7.8,7.8,7.9,8.2,7.9,8.3,8.8,,,,,8.5,7.9,8.1,8.3
20K127,,100,98,,36.0,389.0,9.0,8.2,8.2,8.4,7.6,6.6,7.1,7.9,,,,,8.3,7.4,7.7,8.1
20K160,,84,100,,49.0,728.0,8.6,7.6,7.7,7.7,7.0,6.2,7.0,7.7,,,,,7.8,6.9,7.4,7.7
20K163,98.0,54,44,47.0,21.0,170.0,8.6,7.4,7.6,7.5,8.8,8.2,8.6,8.9,8.4,6.8,8.0,8.3,8.6,7.5,8.0,8.2
20K164,,100,100,,52.0,444.0,9.2,8.1,8.1,8.3,9.3,8.4,8.8,9.1,,,,,9.3,8.3,8.4,8.7
20K170,,95,81,,58.0,582.0,8.6,7.8,7.7,8.0,7.9,7.0,7.2,8.2,,,,,8.3,7.4,7.5,8.1
20K176,,74,87,,54.0,907.0,8.4,7.3,7.4,7.5,8.6,8.1,8.6,9.2,,,,,8.5,7.7,8.0,8.3
20K179,,81,60,,50.0,441.0,8.6,7.6,7.4,7.7,7.2,6.0,6.5,7.1,,,,,7.9,6.8,6.9,7.4
20K180,99.0,79,51,450.0,69.0,509.0,8.5,7.5,7.6,7.8,8.7,8.3,8.7,8.6,7.2,6.4,7.3,7.8,8.1,7.4,7.9,8.1
20K185,,100,92,,53.0,593.0,8.6,7.5,7.5,7.7,9.0,8.5,8.9,9.2,,,,,8.8,8.0,8.2,8.5
20K186,,88,96,,53.0,722.0,8.8,8.0,8.0,8.1,7.8,7.6,7.9,8.6,,,,,8.3,7.8,8.0,8.3
20K187,100.0,68,65,991.0,39.0,617.0,8.7,7.9,7.8,8.0,9.0,7.4,8.1,8.7,7.8,6.1,7.5,8.0,8.5,7.1,7.8,8.2
20K192,96.0,82,70,213.0,54.0,382.0,8.7,7.7,7.7,7.9,8.4,7.2,8.1,8.6,7.4,7.2,7.6,8.2,8.2,7.4,7.8,8.2
20K200,,81,83,,62.0,880.0,8.9,8.0,7.9,8.1,7.0,5.8,6.3,7.0,,,,,7.9,6.9,7.1,7.6
20K201,96.0,72,63,1439.0,63.0,870.0,8.2,7.1,7.2,7.6,8.5,6.9,7.1,8.1,6.8,5.5,6.8,7.5,7.8,6.5,7.1,7.7
20K204,,94,59,,63.0,514.0,8.8,7.8,7.7,8.1,9.4,8.6,9.3,9.4,,,,,9.1,8.2,8.5,8.8
20K205,,65,48,,46.0,368.0,8.4,7.3,7.5,7.4,7.2,6.0,6.5,7.5,,,,,7.8,6.7,7.0,7.4
20K220,94.0,94,44,1177.0,90.0,511.0,7.8,7.0,7.1,7.2,6.8,6.7,7.1,7.8,6.5,5.5,6.4,7.1,7.0,6.4,6.8,7.4
20K223,96.0,95,54,576.0,52.0,306.0,8.2,7.2,7.2,7.6,8.0,7.7,8.2,8.7,7.0,6.0,7.1,7.8,7.8,7.0,7.5,8.0
20K227,95.0,93,30,1252.0,99.0,371.0,8.0,6.7,6.7,7.0,6.9,6.4,6.3,7.1,6.4,5.3,6.4,7.1,7.1,6.2,6.5,7.1
20K229,93.0,98,81,115.0,52.0,533.0,8.7,7.6,7.5,7.9,6.9,5.7,6.0,7.7,5.9,5.8,5.7,6.3,7.2,6.3,6.4,7.3
20K247,,74,49,,37.0,277.0,8.8,7.7,7.7,7.8,7.8,6.8,7.6,8.2,,,,,8.3,7.3,7.6,8.0
20K259,96.0,96,36,1347.0,91.0,466.0,8.0,7.0,7.2,7.4,9.1,8.7,9.4,9.5,7.6,6.9,7.9,8.5,8.2,7.6,8.1,8.5
20K264,,100,86,,7.0,64.0,9.0,8.0,8.2,8.5,9.7,8.4,9.5,9.3,,,,,9.4,8.2,8.9,8.9
20K310,,89,90,,8.0,111.0,8.8,7.9,8.2,8.0,8.9,8.8,8.7,9.0,,,,,8.9,8.3,8.4,8.5
20K445,14.0,69,17,419.0,122.0,477.0,7.8,6.9,6.9,7.2,7.8,7.4,8.0,8.2,7.0,6.3,7.1,7.5,7.6,6.9,7.4,7.7
20K485,80.0,64,17,1001.0,49.0,215.0,8.2,7.5,7.5,7.8,8.2,8.1,7.5,8.6,7.0,6.3,6.8,7.6,7.8,7.3,7.3,8.0
20K490,62.0,75,24,2589.0,163.0,898.0,7.6,6.7,7.0,7.2,7.7,7.3,7.6,8.1,7.1,6.3,7.0,7.6,7.5,6.8,7.2,7.6
20K503,,96,90,,80.0,607.0,8.8,8.1,8.1,8.1,8.0,7.3,7.8,8.5,,,,,8.4,7.7,7.9,8.3
20K505,81.0,91,47,2545.0,177.0,1368.0,7.7,7.0,7.1,7.3,7.6,8.0,7.8,8.2,6.8,5.6,6.5,7.1,7.3,6.9,7.1,7.5
20K506,,71,69,,40.0,417.0,8.7,8.1,8.1,8.3,8.3,8.0,8.3,8.8,,,,,8.5,8.0,8.2,8.5
20K609,85.0,92,20,247.0,24.0,54.0,8.3,7.8,7.7,7.8,7.8,7.5,8.1,8.3,7.7,7.2,7.8,8.4,7.9,7.5,7.9,8.2
20K658,89.0,100,5,222.0,45.0,11.0,8.2,7.3,7.3,8.4,7.8,7.1,7.9,7.8,7.6,6.5,7.4,7.7,7.8,6.9,7.6,7.9
20K682,,100,91,,14.0,165.0,9.4,8.6,8.7,8.6,7.6,6.6,7.8,7.6,,,,,8.5,7.6,8.3,8.1
20K686,,100,84,,10.0,158.0,9.5,8.5,8.8,8.8,9.5,9.0,9.5,9.4,,,,,9.5,8.8,9.2,9.1
20K748,,100,84,,10.0,107.0,9.3,8.3,8.3,8.5,9.9,9.2,9.9,9.4,,,,,9.6,8.8,9.1,8.9
20K971,,100,100,,6.0,121.0,9.1,7.9,7.9,8.0,9.4,8.3,8.6,8.7,,,,,9.3,8.1,8.3,8.4
21K090,,86,81,,38.0,365.0,8.9,8.2,8.1,8.3,6.4,5.6,6.0,7.0,,,,,7.6,6.9,7.0,7.6
21K095,99.0,97,61,179.0,73.0,455.0,8.2,7.1,7.2,7.4,6.6,6.2,6.1,6.8,6.3,5.7,6.4,7.2,7.0,6.3,6.6,7.1
21K096,96.0,81,63,805.0,54.0,495.0,8.0,7.0,7.3,7.4,7.1,6.1,6.6,7.2,6.6,6.3,7.0,7.7,7.2,6.5,7.0,7.4
21K097,,68,83,,38.0,549.0,8.8,7.8,7.6,7.9,8.5,8.0,8.6,8.8,,,,,8.7,7.9,8.1,8.3
21K098,99.0,94,93,1191.0,58.0,1083.0,8.5,7.6,7.6,7.7,8.6,8.4,8.5,9.0,7.0,6.4,7.1,7.8,8.0,7.5,7.7,8.2
21K099,94.0,100,93,222.0,52.0,520.0,8.7,7.6,7.4,8.1,9.1,8.8,9.3,9.2,7.2,7.5,7.8,8.0,8.3,7.9,8.2,8.4
21K100,,98,81,,48.0,511.0,8.8,7.9,7.7,8.1,8.1,7.2,7.6,8.0,,,,,8.4,7.5,7.7,8.0
21K101,,97,99,,56.0,716.0,9.0,8.2,8.1,8.3,8.9,8.5,8.8,9.1,,,,,8.9,8.3,8.5,8.7
21K121,100.0,96,93,56.0,23.0,205.0,9.3,8.7,8.4,9.0,8.9,7.9,8.2,8.6,7.6,6.7,7.6,8.1,8.6,7.8,8.1,8.6
21K128,,87,79,,27.0,237.0,8.6,7.8,7.8,7.7,9.2,8.4,9.1,9.1,,,,,8.9,8.1,8.4,8.4
21K153,,92,97,,36.0,404.0,8.7,7.7,7.8,7.8,7.6,5.6,6.3,6.5,,,,,8.2,6.6,7.0,7.1
21K177,,100,99,,58.0,745.0,8.9,8.0,7.7,8.1,8.2,6.6,7.1,8.0,,,,,8.6,7.3,7.4,8.1
21K188,,98,71,,47.0,327.0,8.9,8.5,8.3,8.6,9.0,9.0,9.1,9.1,,,,,8.9,8.7,8.7,8.9
